sale_id,sale_date,amount,product
319,2004-11-10,29.83,Whatsit
320,2014-9-1,60.82,Whatsit
321,2004-2-25,7.95,Thingamajig
322,1999-6-26,43.76,Doohickey
323,1977-2-5,68.72,Whatsit
324,1997-11-23,30.45,Whatsit
325,1972-6-7,44.36,Whatsit
326,2023-8-20,81.16,Thingamajig
327,1973-6-8,80.25,Doohickey
328,1973-2-21,93.5,Whatsit
329,1972-8-7,74.03,Whatsit
330,2000-5-11,68.71,Doohickey
331,1987-5-13,50.48,Whatsit
332,1996-1-14,43.26,Thingamajig
333,1975-11-12,25.76,Thingamajig
334,1985-11-21,75.65,Thingamajig
335,2023-7-12,6.35,Thingamajig
336,1978-7-9,9.54,Thingamajig
337,1981-10-4,95.95,Thingamajig
338,1983-6-2,31.5,Doohickey
339,1974-3-11,83.24,Doohickey
340,1989-3-22,96.97,Doohickey
341,1978-6-23,36.48,Thingamajig
342,2003-1-7,62.29,Thingamajig
343,2009-7-22,87.76,Whatsit
344,1994-2-9,66.77,Doohickey
345,2009-1-1,97.33,Doohickey
346,2012-3-16,98.6,Thingamajig
347,1983-9-18,14.12,Whatsit
348,2020-3-13,24.85,Doohickey
349,1988-4-3,3.37,Doohickey
350,1993-1-5,1.54,Whatsit
351,2009-6-17,80.41,Whatsit
352,1995-11-23,18.74,Whatsit
353,1977-7-24,47.08,Doohickey
354,2014-5-6,0.59,Whatsit
355,2014-1-14,73.75,Doohickey
356,1976-11-20,25.88,Whatsit
357,1978-11-26,47.7,Whatsit
358,2024-5-24,74.77,Thingamajig
359,1994-5-10,32.55,Whatsit
360,1985-1-14,36.69,Whatsit
361,1978-9-23,61.24,Thingamajig
362,2007-5-8,37.59,Doohickey
363,1982-10-20,48.06,Thingamajig
364,2009-8-14,97.36,Thingamajig
365,2000-2-25,25.55,Whatsit
366,2016-7-23,5.27,Whatsit
367,1977-1-9,37.8,Doohickey
368,1997-1-20,79.08,Whatsit
369,2017-2-1,90.06,Whatsit
370,1994-9-2,37.53,Whatsit
371,1995-3-25,28.77,Thingamajig
372,1969-9-15,83.4,Whatsit
373,1983-10-24,10.52,Thingamajig
374,2013-9-11,41.02,Whatsit
375,2002-1-13,89.84,Whatsit
376,2008-8-3,76.51,Whatsit
377,1998-8-16,86,Whatsit
378,1976-6-27,16.17,Doohickey
379,1972-9-24,69.53,Whatsit
380,1987-1-12,69.3,Doohickey
381,2011-7-12,77.2,Doohickey
382,1998-10-12,10.39,Thingamajig
383,2004-2-19,27.94,Thingamajig
384,2000-2-9,24.41,Whatsit
385,2005-7-26,73.4,Doohickey
386,1989-5-17,12.58,Doohickey
387,1981-1-19,99.62,Doohickey
388,1974-2-26,76.98,Thingamajig
389,1972-5-9,68.45,Whatsit
390,2013-7-4,87.11,Whatsit
391,2002-3-4,88.13,Whatsit
392,1995-4-13,1.18,Doohickey
393,1990-4-21,65.49,Whatsit
394,1970-8-24,98.96,Doohickey
395,1997-10-23,72.28,Thingamajig
396,2007-11-12,41.47,Doohickey
397,2008-9-3,54.81,Whatsit
398,2024-8-9,25.94,Thingamajig
399,1995-7-26,99.13,Doohickey
400,2014-6-24,54.28,Doohickey
401,2013-9-10,99.42,Whatsit
402,1969-5-3,88.75,Thingamajig
403,1995-9-8,49.47,Thingamajig
404,1992-2-15,73.56,Doohickey
405,1982-11-11,19.1,Doohickey
406,2021-6-1,55.3,Thingamajig
407,1983-2-8,87.7,Thingamajig
408,1983-5-1,22.01,Thingamajig
409,1984-8-16,85.05,Thingamajig
410,2004-2-21,91.56,Whatsit
411,1987-1-4,50.11,Doohickey
412,2008-9-12,38.7,Doohickey
413,2006-3-12,24.6,Whatsit
414,1976-5-14,38.14,Doohickey
415,1984-5-25,82.77,Thingamajig
416,2002-3-19,83.3,Doohickey
417,1991-7-23,88.27,Whatsit
418,2009-9-21,89.1,Whatsit
419,1994-6-19,13.76,Doohickey
420,1981-11-24,7.25,Whatsit
421,2018-1-14,49.83,Thingamajig
422,2005-6-10,37.47,Doohickey
423,1988-5-25,32.87,Thingamajig
424,1974-4-16,53.34,Whatsit
425,1976-5-1,94.32,Thingamajig
426,1985-9-6,30.64,Doohickey
427,1990-8-8,56.64,Thingamajig
428,1971-6-13,56.03,Thingamajig
429,2021-8-19,98.25,Whatsit
430,2011-8-2,47.85,Thingamajig
431,1978-9-24,76.26,Doohickey
432,2025-11-9,67.49,Thingamajig
433,2024-8-19,22.14,Whatsit
434,2016-6-19,72.09,Thingamajig
435,2002-11-16,21.96,Doohickey
436,1970-5-25,26.5,Whatsit
437,1988-11-3,16.01,Whatsit
438,2016-7-15,79.11,Doohickey
439,2016-3-19,28.2,Thingamajig
440,1985-9-5,21.08,Doohickey
441,1977-7-12,85.18,Doohickey
442,1970-5-6,7.24,Thingamajig
443,1979-10-13,51.53,Whatsit
444,1986-8-12,69.32,Whatsit
445,2006-8-1,76.1,Thingamajig
446,1984-11-10,3.72,Whatsit
447,2002-1-13,74.88,Doohickey
448,1994-1-8,57.65,Thingamajig
449,2008-4-10,19.49,Thingamajig
450,1977-1-16,65.29,Whatsit
451,1985-7-16,30.63,Thingamajig
452,2016-4-6,30.71,Doohickey
453,2002-6-2,11.81,Doohickey
454,1973-4-17,4.08,Whatsit
455,1999-11-25,88.41,Doohickey
456,2008-5-6,23.28,Thingamajig
457,1996-2-17,24.81,Thingamajig
458,1994-1-8,73.23,Doohickey
459,2011-1-3,82.95,Whatsit
460,1979-9-21,60.38,Doohickey
461,1988-1-12,8.08,Doohickey
462,2024-7-3,81.03,Doohickey
463,1977-2-9,2.35,Thingamajig
464,1975-5-7,29.55,Whatsit
465,1988-7-22,89.32,Whatsit
466,1990-9-1,7.14,Whatsit
467,1987-6-22,17.82,Whatsit
468,1978-1-4,46.32,Whatsit
469,1976-10-8,83.59,Doohickey
470,1978-5-5,10.06,Thingamajig
471,2012-10-6,12.2,Whatsit
472,1980-7-6,92.62,Doohickey
473,2011-6-11,93.75,Whatsit
474,1999-2-14,81.01,Whatsit
475,1974-6-25,56.36,Doohickey
476,2002-10-3,6.47,Doohickey
477,2024-8-15,22.09,Doohickey
478,1991-2-20,56.26,Doohickey
479,1986-2-6,90.33,Whatsit
480,2012-9-19,41.21,Whatsit
481,2001-4-14,15.6,Thingamajig
482,2022-6-9,47.07,Doohickey
483,2005-5-8,88.81,Doohickey
484,1978-8-5,92.28,Thingamajig
485,1999-6-6,35.92,Thingamajig
486,1982-7-6,84.71,Doohickey
487,2006-5-24,29.85,Whatsit
488,1998-9-25,10.83,Whatsit
489,1998-2-7,79.11,Doohickey
490,1981-6-15,6.4,Whatsit
491,1972-4-16,39.7,Whatsit
492,2024-4-16,84.33,Doohickey
493,1969-4-25,70.07,Thingamajig
494,1982-9-15,27.3,Doohickey
495,1976-1-13,56.71,Doohickey
496,1997-7-13,67.02,Doohickey
497,2019-8-27,21.72,Whatsit
498,2010-8-15,53.66,Thingamajig
499,1979-6-23,43.13,Doohickey
500,1993-11-19,85.06,Thingamajig
501,1986-9-2,80.05,Whatsit
502,2004-2-22,92.52,Whatsit
503,1969-3-19,74.71,Thingamajig
504,2020-2-4,25.1,Doohickey
505,2007-7-11,72.79,Doohickey
506,1983-7-13,4.73,Doohickey
507,1993-5-16,54.82,Doohickey
508,2000-2-16,38.61,Thingamajig
509,2016-6-24,41.52,Whatsit
510,2004-3-22,29.46,Doohickey
511,2006-7-3,32.68,Whatsit
512,1997-8-21,58.92,Thingamajig
513,2014-2-22,65.05,Thingamajig
514,2018-6-1,81.15,Whatsit
515,1974-11-12,53.02,Thingamajig
516,1986-3-11,33.05,Thingamajig
517,1997-11-2,75.14,Thingamajig
518,2024-7-20,82.37,Thingamajig
519,1978-6-5,28.43,Whatsit
520,1994-6-6,16.44,Thingamajig
521,1981-4-27,24.86,Thingamajig
522,2020-8-13,50.14,Whatsit
523,2018-4-3,5.3,Thingamajig
524,1979-3-15,64.77,Doohickey
525,1997-4-19,94.71,Thingamajig
526,2006-4-2,97.11,Doohickey
527,2020-1-21,88.74,Thingamajig
528,1980-1-7,84.41,Whatsit
529,1971-3-6,11.56,Thingamajig
530,1981-7-18,44.07,Doohickey
531,1999-5-5,3.04,Whatsit
532,2002-5-18,70.46,Doohickey
533,2015-5-15,11.86,Whatsit
534,1976-1-17,65.79,Whatsit
535,1991-2-6,90.11,Whatsit
536,1988-9-1,69.97,Thingamajig
537,1990-9-9,1.96,Whatsit
538,1997-1-12,8.1,Thingamajig
539,2011-1-20,90.59,Doohickey
540,2009-9-15,56.44,Thingamajig
541,1969-2-20,55.42,Thingamajig
542,2020-11-12,21.02,Whatsit
543,2018-8-2,9.41,Thingamajig
544,1980-4-4,91.63,Doohickey
545,2024-2-20,40.49,Doohickey
546,1984-7-23,50.07,Doohickey
547,2011-9-24,41.19,Whatsit
548,1977-10-10,80.64,Thingamajig
549,2004-10-24,88.77,Doohickey
550,2004-9-20,15.93,Thingamajig
551,2005-11-22,19.2,Doohickey
552,1984-3-27,97.19,Whatsit
553,1974-10-22,0.76,Doohickey
554,1995-10-17,91.08,Whatsit
555,1973-6-15,56.42,Whatsit
556,1985-2-27,67.22,Thingamajig
557,2010-8-20,33.27,Thingamajig
558,1970-5-18,51.47,Doohickey
559,1998-2-2,66.87,Thingamajig
560,1980-8-14,51.33,Whatsit
561,2000-6-21,29.2,Doohickey
562,1992-5-26,41,Whatsit
563,2013-10-4,91.26,Doohickey
564,1973-5-26,58.87,Whatsit
565,1974-1-11,31.11,Thingamajig
566,1999-6-20,37.21,Thingamajig
567,2014-3-23,2.3,Thingamajig
568,1994-7-1,60.18,Doohickey
569,1989-9-18,66.58,Thingamajig
570,2002-4-15,47.46,Doohickey
571,2018-2-13,31.64,Whatsit
572,1985-11-21,36.96,Whatsit
573,1994-6-16,5.6,Thingamajig
574,2025-2-5,96.98,Thingamajig
575,1985-8-15,43.35,Whatsit
576,1983-2-9,25.79,Whatsit
577,1995-6-2,67.97,Thingamajig
578,1992-10-13,92.18,Doohickey
579,1972-4-7,76.51,Whatsit
580,2021-10-13,64.57,Thingamajig
581,1986-5-1,2.28,Thingamajig
582,1994-5-6,55.73,Thingamajig
583,1997-6-19,93.7,Whatsit
584,1995-11-4,47.74,Doohickey
585,1995-11-13,67,Doohickey
586,1990-6-17,33.67,Doohickey
587,1978-6-20,1.28,Whatsit
588,1970-2-15,32.44,Thingamajig
589,2020-4-25,18.96,Thingamajig
590,1970-4-24,68.84,Doohickey
591,1990-6-23,52.43,Doohickey
592,2023-11-25,14.74,Whatsit
593,2019-1-3,54.95,Whatsit
594,1984-6-14,19.83,Thingamajig
595,2019-4-15,4.7,Whatsit
596,1986-11-24,13.02,Thingamajig
597,1986-8-25,57.86,Whatsit
598,2016-11-6,80.32,Whatsit
599,2005-10-14,79.87,Whatsit
600,2022-9-26,53.57,Thingamajig
601,1983-3-20,70.59,Whatsit
602,1995-2-17,19.5,Doohickey
603,2021-5-16,66.02,Doohickey
604,2015-6-6,52.57,Thingamajig
605,1977-8-12,58.18,Doohickey
606,2008-11-20,21.19,Doohickey
607,1979-2-27,9.1,Thingamajig
608,2012-4-22,28.17,Thingamajig
609,2015-10-8,21.2,Thingamajig
610,1986-3-5,46.73,Whatsit
611,1975-9-17,64.46,Doohickey
612,2001-8-24,56.51,Whatsit
613,1990-2-2,92.18,Whatsit
614,1986-9-24,84.3,Whatsit
615,1973-6-20,17.63,Whatsit
616,2007-10-27,6.26,Doohickey
617,1998-4-19,80.75,Whatsit
618,1980-8-18,76.56,Thingamajig
619,2010-11-24,37.94,Doohickey
620,1982-7-9,47.99,Doohickey
621,1996-3-24,33,Whatsit
622,1971-1-9,37.01,Doohickey
623,1969-9-16,98.65,Whatsit
624,2004-4-2,36.16,Thingamajig
625,1978-5-2,35.75,Thingamajig
626,1981-5-24,76.13,Thingamajig
627,2002-3-21,82.95,Whatsit
628,2012-4-5,4.89,Doohickey
629,2001-9-25,27.52,Thingamajig
630,1992-7-9,58.01,Whatsit
631,2005-1-26,96.3,Thingamajig
632,2002-10-6,1.38,Thingamajig
633,1969-8-22,74.55,Doohickey
634,1983-8-23,0.07,Thingamajig
635,2019-8-14,22.63,Thingamajig
636,2004-9-26,5.15,Doohickey
637,1973-6-2,32.28,Whatsit
638,1994-2-22,9.63,Whatsit
639,1993-4-18,94.46,Doohickey
640,1987-6-8,45.59,Thingamajig
641,1982-6-19,40.79,Doohickey
642,2024-11-22,23.8,Thingamajig
643,2015-4-22,94.89,Whatsit
644,1985-11-27,35.68,Doohickey
645,1991-5-20,95.87,Doohickey
646,2023-4-23,81.95,Whatsit
647,1997-11-23,73.53,Doohickey
648,2023-7-1,85.41,Thingamajig
649,2017-10-5,96.7,Whatsit
650,2023-7-23,13.76,Doohickey
651,2025-6-22,37.61,Thingamajig
652,2012-3-13,44.83,Doohickey
653,1992-9-20,95.79,Thingamajig
654,2009-2-5,70.03,Whatsit
655,2004-10-1,74.53,Whatsit
656,2022-10-15,53.85,Whatsit
657,2014-1-8,66.92,Thingamajig
658,2011-10-22,58.28,Thingamajig
659,1970-6-22,72.87,Thingamajig
660,2025-9-4,43.52,Whatsit
661,1998-1-10,63.21,Whatsit
662,2010-2-19,70.67,Whatsit
663,2009-6-13,35.11,Doohickey
664,1977-3-18,41.69,Whatsit
665,1978-9-14,58.61,Doohickey
666,2020-9-7,7.97,Thingamajig
667,1980-3-26,17.07,Whatsit
668,1979-7-9,85.13,Doohickey
669,2000-4-5,53.59,Whatsit
670,2002-6-11,9.85,Whatsit
671,1990-9-23,86.87,Thingamajig
672,1995-9-1,29.55,Doohickey
673,1974-6-18,78.48,Doohickey
674,1974-8-11,99.39,Doohickey
675,1969-5-19,69.04,Thingamajig
676,1979-9-13,79.16,Thingamajig
677,1981-7-17,46.51,Thingamajig
678,2023-1-3,37.4,Thingamajig
679,2006-2-7,28.45,Thingamajig
680,2008-8-5,28.28,Whatsit
681,2010-2-4,92.49,Thingamajig
682,2024-7-9,61,Whatsit
683,1972-11-1,52.96,Whatsit
684,1992-5-4,18.89,Doohickey
685,2004-1-24,82.96,Whatsit
686,1984-11-18,50.06,Whatsit
687,2007-11-1,13.78,Whatsit
688,2018-2-27,70.04,Doohickey
689,1984-2-1,98.93,Thingamajig
690,1982-10-23,24.91,Doohickey
691,1987-2-19,18.11,Whatsit
692,1975-2-24,27.86,Doohickey
693,1997-4-26,73.12,Doohickey
694,1999-10-17,29.3,Thingamajig
695,2012-10-17,20.05,Doohickey
696,2004-6-2,17.84,Doohickey
697,2018-3-24,10.53,Thingamajig
698,1969-10-2,93.65,Whatsit
699,1982-6-17,22.4,Whatsit
700,2017-1-2,55.58,Doohickey
701,2013-11-24,32.97,Doohickey
702,2000-6-16,5.35,Whatsit
703,1969-9-15,84.81,Thingamajig
704,1971-5-6,86.04,Doohickey
705,1973-9-23,66.37,Whatsit
706,2008-5-18,35.42,Thingamajig
707,2013-8-25,51.63,Thingamajig
708,2013-3-20,77.23,Whatsit
709,1973-6-16,32.9,Thingamajig
710,1972-2-13,83.49,Thingamajig
711,1978-3-22,26.64,Thingamajig
712,2020-3-10,89.37,Doohickey
713,1979-11-1,19.21,Whatsit
714,2004-11-3,6.94,Whatsit
715,2011-7-18,51.4,Whatsit
716,1983-3-1,77.65,Whatsit
717,1981-9-9,66.53,Thingamajig
718,2008-5-24,94.27,Doohickey
719,2018-5-18,88.75,Doohickey
720,2021-6-16,63.12,Doohickey
721,1989-11-21,69.08,Doohickey
722,1995-11-24,27.46,Doohickey
